Index,Arithmancy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
0,0.5245522483109715,0.8786283866636094,1.0105155839973794,0.37737106534856435,1.0211391296594226,0.3456386053657419,0.2196330630603892,-0.6861829534061825,0.7919715327333106,1.2045529144914795,-0.5003299286838164
1,1.055433721460133,-1.365689580047419,1.1336893218084467,-2.109572781492863,-0.540255845197928,-1.2041912674232775,0.6537692901291434,0.41246159449861736,0.14936464036802832,-1.0029829446394334,-1.3869281014727535
2,-1.5547285254619498,1.2613789661748067,0.77671855291053,0.7186219241468168,1.8289151309472225,1.0051949791209198,1.3142492747244827,0.8825560865191159,-0.47547109643138075,1.825184005582148,0.08667262772253728
3,-1.0172522514041031,-1.4633523620290618,-1.2651316203493848,0.20987416991585342,-0.6423656386429935,0.26564538189593834,-2.4862370312534585,-1.6291931214894184,0.040543967226521184,-1.53379933349555,1.8301654762915396
4,0.6309084011474043,-1.7168943612343373,-0.7642411612794442,-0.22090089161367563,-0.4516807907207163,0.974515537223617,-2.099988192969124,-0.5207697183830772,-0.216831982107292,-1.4814918611395296,1.3932167927058643
5,-1.7041906951469705,-1.040334691528582,1.2519729781191982,-2.3454161112688063,-0.44496779190576613,-0.9365951169184759,0.5155389826401762,1.8427914956977702,1.1357386292542464,-0.5204085153787904,-0.5802220930525053
6,-0.028032115101317753,-1.1500692528024574,-1.1313585381303137,,-1.4440424561180358,0.8279092629961972,-2.414891632565366,-1.3671874590674604,0.21251478260696421,-1.6462492988791375,2.454041339329596
7,-0.9966884631161118,0.9178360088911462,-0.7155614694455792,-0.09263099899063708,-0.5704417906700455,-0.5306154865684236,0.24917756693941925,0.2005869001068954,-0.1217525012121057,-0.07519786749266599,0.51511996561257
8,-1.7600066919286612,-1.2178731737723285,-0.8786728342150735,0.6500348333446294,-0.8264961268071609,0.6783113317894828,-2.3760038685536116,-1.5451335368716341,1.235730148995797,-1.0133840996605379,2.2754106538693484
9,-0.19895736410733236,1.299156917012087,-0.937786473858437,0.04863434241597392,-0.356767589338253,-1.4514948067010536,0.2564915411974626,-1.233077679432648,-0.49014149134459983,-0.13671564459044236,-0.22582864598114188
10,-0.8402717761092048,0.8320754067863276,-1.0869981470757426,0.5304285732439723,-0.6296067229017639,-0.10232188825190976,0.1402468990683089,1.0619166696657674,-0.4561461561620858,0.07772734562628536,0.4368666148719568
11,-0.18492842399249285,0.800719054006848,-0.7676609711343071,-0.03367016654665132,-0.6044493102736495,-0.7403091210637583,0.37767632581808397,0.13551853068253747,-0.891662354360956,-0.17521562919515732,-0.013295003590078545
12,-1.378167719315786,0.10812333060667258,-1.2869198066981185,0.947486216613064,-0.21409303017064857,-0.5668315750045269,0.15708447157420546,0.686150415835798,-0.9117411511271488,-0.07163556297634863,-0.14747286938877396
13,-0.6984835565724722,-1.618848721008585,1.1185869270345565,-2.246265650179328,-0.19606861776222398,-0.9793940121410786,1.1894464485724634,1.5878809762089583,1.8810033549457807,-0.882407646135707,-1.0486155131268824
14,-0.2903852857959231,0.30680507093526455,0.453212938836835,0.8300458646430023,1.5461174387542824,1.033470953302253,0.7575144819442562,1.0982437203520534,-1.0903436928319115,1.2198552267330136,-0.4291439617142796
15,-1.6789505934873663,0.5566828804295129,0.9332877396054176,0.4320000815313592,2.127594072437634,1.1269975265592151,1.0369809340413145,1.166676148570304,0.6387546764127613,1.5929750319914773,-0.050782865332309475
16,-0.4632889750745433,-1.2758024768002971,-0.8292662588676437,0.30589609703891607,-0.4311824330424776,0.9489764565662954,-1.4248808973010578,-0.2932023398506682,-1.1143364153187538,-1.013137049459182,1.5600685052143186
17,0.5492527753507743,-1.1421750194662692,-1.1757968705547048,0.28953145782997314,-0.5010741113661369,1.2290042217059287,-2.1420375725408887,-0.9171855298092964,0.23371254986897189,-1.3148138073184248,1.9503110003998374
18,-2.0417845489361213,1.0979285357417115,0.3640796282895411,1.1436212306614255,1.7889310117638302,1.0508969848850984,1.381478176717325,1.8293109970525983,0.3232088006295077,1.8904974756353095,-0.10998500764654302
19,0.43612196339905585,1.1189511200301123,-0.8052229689985603,0.6093638917812269,-0.7300965222702734,-0.8695501405597087,0.497183708973656,-0.7922393494199134,0.12726520583939047,0.04273501848873571,-0.18588256379679746
20,,-0.9577663975190194,-1.2762845125799078,0.652682054393135,-0.4290380543936086,1.081850886514308,-1.9291634500223898,-0.9258631723869706,0.22227276173456303,-1.0646009079939864,1.9792975164464255
21,-1.0643151487979023,-1.3227199094044944,-1.2490345973695298,0.6709719452737182,0.4278250029872154,,-1.5633753506917536,-0.4823634183663745,1.6636935290795893,-0.8931093599271219,1.1772006713551402
22,-0.5852328391496866,0.9213073766699945,0.5820997860259083,0.8844342243668423,1.994583886760039,1.2332423064344171,1.120732426485745,1.0698479747960228,0.4300902898582509,1.6599973608106957,-0.24252405981716274
23,-0.2786345496313567,-0.19340320453053036,-1.217962036901591,1.5082157659783166,-0.9974538104836305,-0.31849445784756014,0.9855669798032421,0.12569000123479773,1.8541190723805128,-0.27964044771537305,0.01538423490124567
24,1.7927324630511423,1.3070075970145898,1.0553140938279812,0.6293383778744955,1.3248737548074978,1.5750986785823466,0.12074433885326943,0.4250690390347706,0.29798480509332487,1.6547273360085188,-0.2904593584383761
25,-0.18762629709150044,0.9525723096580178,-0.901256476485218,0.03130707737121061,-0.33508336718949466,-0.8319884520009043,0.15826557570718472,-0.2672353118758095,1.4241118142785554,-0.14655325191721072,-0.02251333024800417
26,0.9959006550753653,-1.4936253122384724,0.8783408610004477,-2.20439142632115,-0.20033101294557107,-0.8196813803427409,0.2231507457269895,0.8858943051095814,0.07845883297176683,-1.1012611086107287,-1.1614888017605942
27,-0.9978275650912484,0.5795976130267764,-1.1016986510326128,0.4784467781096829,-0.6255224437498099,-0.3823038665217473,0.4009480836787667,0.2288275896589704,0.6773789007712208,-0.20104091383818398,0.5555781770556881
28,-0.5535777947879975,-1.1914079328943035,-0.3805875934117138,0.5686929502178245,-0.6583168318361127,1.0194123392108927,-1.1830035411261215,-0.49978307926082066,-1.5416205890682022,-0.6846194826269166,1.5476749771519964
29,-0.04811628150504097,0.41971263805289266,-0.8056356537720374,0.6353547893483715,-0.2725524261664865,-1.5840719052734678,0.48153713802230114,-0.6021104403218421,0.2791308616184295,-0.0406108393029639,-1.2497798859731708
30,-0.039003465703948643,0.4451434957167098,-1.0776842438646528,0.8969483602325047,-0.9333577579669189,-1.0209547535958094,0.8871539632153438,0.1586923546347233,2.064161870500096,-0.14173975767145752,-0.5991708756271302
31,0.5082451042458589,-0.7611716943312878,-0.9131195510865017,0.6257285309901698,-0.9470258079980214,1.1543797200942225,-1.6545182311972433,-1.3400037268417586,0.4241283532554497,-1.0202434428087586,2.067383748955493
32,0.39715268530227943,0.6378888323390682,0.6527419032229653,0.8160877900236098,2.2856575758616993,1.4569054392134972,1.0197566941643736,1.14369458139403,-1.177745677509915,1.562514994492613,-0.5840118495674304
33,0.2903169105815786,0.7215989962845374,-0.7197116165869177,0.02529066589733453,-0.2847910927544385,-1.5988457714430941,0.49876991489867717,-1.3792218846545978,0.5227133379494882,-0.3107129875567642,-0.7253595249889567
34,1.2910479721067964,0.736529080474984,1.5453138375800988,,1.8406740582092254,0.8636084741192283,0.2833168839258724,-1.1142383797283881,,1.4292331185818685,-0.6148420309456039
35,-0.3108291686128474,1.1604299996687213,0.6095903409569465,0.920051380292189,0.9793552282303742,0.8644184448471678,0.37934348332101764,-0.4019373127913903,0.06225533171713242,1.385332183953061,0.2963383462644682
36,-0.385050655203323,1.072412569812805,-1.0184383075145267,0.47820612165072773,-0.32767479367493907,-1.0980460999809907,0.18884606075498322,-1.389744695062499,1.7454535040378973,-0.11148578508708509,0.09169149445851901
37,0.6170593192391652,1.0632601870076153,-0.663662801650593,0.8334150550683732,-1.0088143225203792,-0.3706435099191267,0.5352570091241127,-0.06037140908929758,1.1831502999212238,0.229465123906461,-0.06594189139200943
